title,year,score,runtime,rating,genre,gross,director
"
221.
Winnie the Pooh: A Very Merry Pooh Year
(2002)
",(2002),6.6,65 min,G,"
Animation, Comedy, Drama            ","2,949","
    Directors:
Gary Katona, 
Ed Wexler, 
Jamie Mitchell
| 
    Stars:
Jim Cummings, 
Peter Cullen, 
John Fiedler, 
Michael Gough
"
"
222.
Treasure Planet
(2002)
",(2002),7.2,95 min,PG,"
Animation, Adventure, Family            ","129,847","
    Directors:
Ron Clements, 
John Musker
| 
    Stars:
Joseph Gordon-Levitt, 
Emma Thompson, 
Martin Short, 
Roscoe Lee Browne
"
"
223.
101 Dalmatians 2: Patch's London Adventure
(2002 Video)
",(2002 Video),5.7,74 min,G,"
Animation, Adventure, Comedy            ","10,419","
    Directors:
Jim Kammerud, 
Brian Smith
| 
    Stars:
Barry Bostwick, 
Jason Alexander, 
Martin Short, 
Bobby Lockwood
"
"
224.
The Santa Clause 2
(2002)
",(2002),5.7,104 min,G,"
Comedy, Family, Fantasy            ","62,608","
    Director:
Michael Lembeck
| 
    Stars:
Tim Allen, 
Spencer Breslin, 
Elizabeth Mitchell, 
Eric Lloyd
"
"
225.
Tuck Everlasting
(2002)
",(2002),6.6,90 min,PG,"
Drama, Family, Fantasy            ","25,074","
    Director:
Jay Russell
| 
    Stars:
Alexis Bledel, 
Jonathan Jackson, 
Sissy Spacek, 
William Hurt
"
"
226.
Rolie Polie Olie: The Great Defender of Fun
(2002 Video)
",(2002 Video),6.2,75 min,G,"
Animation, Adventure, Comedy            ",187,"
    Directors:
Ron Pitts, 
Mike Fallows
| 
    Stars:
James Woods, 
Kyle Fairlie, 
Joshua Tucci, 
Kristen Bone
"
"
227.
The Country Bears
(2002)
",(2002),4.2,88 min,G,"
Comedy, Family, Music            ","6,006","
    Director:
Peter Hastings
| 
    Stars:
Haley Joel Osment, 
Diedrich Bader, 
Candy Ford, 
James Gammon
"
"
228.
Get a Clue
(2002 TV Movie)
",(2002 TV Movie),5.1,83 min,TV-G,"
Comedy, Crime, Family            ","7,109","
    Director:
Maggie Greenwald
| 
    Stars:
Lindsay Lohan, 
Bug Hall, 
Ian Gomez, 
Brenda Song
"
"
229.
Lilo & Stitch
(2002)
",(2002),7.3,85 min,PG,"
Animation, Adventure, Comedy            ","206,964","
    Directors:
Dean DeBlois, 
Chris Sanders
| 
    Stars:
Daveigh Chase, 
Chris Sanders, 
Tia Carrere, 
David Ogden Stiers
"
"
230.
The Rookie
(2002)
",(2002),6.9,127 min,G,"
Drama, Family, Sport            ","36,657","
    Director:
John Lee Hancock
| 
    Stars:
Dennis Quaid, 
JD Evermore, 
Rachel Griffiths, 
Jay Hernandez
"
"
231.
Cadet Kelly
(2002 TV Movie)
",(2002 TV Movie),5.5,101 min,TV-G,"
Comedy, Drama, Family            ","15,207","
    Director:
Larry Shaw
| 
    Stars:
Hilary Duff, 
Christy Carlson Romano, 
Gary Cole, 
Shawn Ashmore
"
"
232.
The Hunchback of Notre Dame II
(2002 Video)
",(2002 Video),4.6,68 min,G,"
Animation, Adventure, Comedy            ","7,736","
    Director:
Bradley Raymond
| 
    Stars:
Jason Alexander, 
Jennifer Love Hewitt, 
Tom Hulce, 
Paul Kandel
"
"
233.
Snow Dogs
(2002)
",(2002),5.2,99 min,PG,"
Adventure, Comedy, Family            ","28,226","
    Director:
Brian Levant
| 
    Stars:
Cuba Gooding Jr., 
James Coburn, 
Sisqó, 
Nichelle Nichols
"
"
234.
Cinderella II: Dreams Come True
(2001 Video)
",(2001 Video),5,73 min,G,"
Animation, Family, Fantasy            ","13,361","
    Director:
John Kafka
| 
    Stars:
Jennifer Hale, 
Rob Paulsen, 
Corey Burton, 
Andre Stojka
"
"
235.
The Other Side of Heaven
(2001)
",(2001),6.3,113 min,PG,"
Adventure, Biography, Drama            ","4,652","
    Director:
Mitch Davis
| 
    Stars:
Christopher Gorham, 
Anne Hathaway, 
Joe Folau, 
Nathaniel Lees
"
"
236.
Monsters, Inc.
(2001)
",(2001),8.1,92 min,G,"
Animation, Adventure, Comedy            ","959,811","
    Directors:
Pete Docter, 
David Silverman, 
Lee Unkrich
| 
    Stars:
Billy Crystal, 
John Goodman, 
Mary Gibbs, 
Steve Buscemi
"
"
237.
Halloweentown II: Kalabar's Revenge
(2001 TV Movie)
",(2001 TV Movie),6.3,81 min,TV-PG,"
Adventure, Family, Fantasy            ","10,418","
    Director:
Mary Lambert
| 
    Stars:
Kimberly J. Brown, 
Judith Hoag, 
Daniel Kountz, 
Joey Zimmerman
"
"
238.
Max Keeble's Big Move
(2001)
",(2001),5.4,86 min,PG,"
Comedy, Crime, Family            ","8,582","
    Director:
Tim Hill
| 
    Stars:
Alex D. Linz, 
Larry Miller, 
Jamie Kennedy, 
Zena Grey
"
"
239.
Jumping Ship
(2001 TV Movie)
",(2001 TV Movie),6,93 min,TV-G,"
Adventure, Comedy, Drama            ","2,046","
    Director:
Michael Lange
| 
    Stars:
Joey Lawrence, 
Matthew Lawrence, 
Andrew Lawrence, 
Susan Walters
"
"
240.
The Princess Diaries
(2001)
",(2001),6.4,115 min,G,"
Comedy, Family, Romance            ","159,757","
    Director:
Garry Marshall
| 
    Stars:
Julie Andrews, 
Anne Hathaway, 
Hector Elizondo, 
Heather Matarazzo
"
"
241.
Atlantis: The Lost Empire
(2001)
",(2001),6.9,95 min,PG,"
Animation, Action, Adventure            ","130,961","
    Directors:
Gary Trousdale, 
Kirk Wise
| 
    Stars:
Michael J. Fox, 
Jim Varney, 
Corey Burton, 
Claudia Christian
"
"
242.
 The Wonderful World of Disney (1997–2023)

Episode:
Princess of Thieves
(2001)
",(1997–2023),5.6,88 min,Not Rated,"
Adventure, Comedy, Drama            ","4,624","
    Director:
Peter Hewitt
| 
    Stars:
Hannah Cresswell, 
David Barrass, 
Malcolm McDowell, 
Keira Knightley
"
"
243.
Lady and the Tramp II: Scamp's Adventure
(2001 Video)
",(2001 Video),5.7,69 min,G,"
Animation, Adventure, Comedy            ","12,954","
    Directors:
Darrell Rooney, 
Jeannine Roussel
| 
    Stars:
Scott Wolf, 
Alyssa Milano, 
Chazz Palminteri, 
Jeff Bennett
"
"
244.
Recess: School's Out
(2001)
",(2001),6.5,82 min,G,"
Animation, Adventure, Comedy            ","11,477","
    Director:
Chuck Sheetz
| 
    Stars:
Andrew Lawrence, 
Rickey D'Shon Collins, 
Jason Davis, 
Ashley Johnson
"
"
245.
The Emperor's New Groove
(2000)
",(2000),7.4,78 min,G,"
Animation, Adventure, Comedy            ","220,416","
    Director:
Mark Dindal
| 
    Stars:
David Spade, 
John Goodman, 
Eartha Kitt, 
Patrick Warburton
"
"
246.
102 Dalmatians
(2000)
",(2000),4.8,100 min,G,"
Adventure, Comedy, Family            ","39,172","
    Directors:
Michael D Moore, 
Kevin Lima
| 
    Stars:
Glenn Close, 
Gérard Depardieu, 
Ioan Gruffudd, 
Alice Evans
"
"
247.
 The Wonderful World of Disney (1997–2023)

Episode:
The Miracle Worker
(2000)
",(1997–2023),7.1,95 min,TV-PG,"
Adventure, Comedy, Drama            ","1,751","
    Director:
Nadia Tass
| 
    Stars:
Alison Elliott, 
Hallie Eisenberg, 
Lucas Black, 
Kate Greenhouse
"
"
248.
Remember the Titans
(2000)
",(2000),7.8,113 min,PG,"
Biography, Drama, Sport            ","228,307","
    Director:
Boaz Yakin
| 
    Stars:
Denzel Washington, 
Will Patton, 
Wood Harris, 
Ryan Hurst
"
"
249.
Dinosaur
(2000)
",(2000),6.4,82 min,PG,"
Animation, Adventure, Drama            ","65,897","
    Directors:
Eric Leighton, 
Ralph Zondag
| 
    Stars:
D.B. Sweeney, 
Julianna Margulies, 
Samuel E. Wright, 
Alfre Woodard
"
"
250.
Miracle in Lane 2
(2000 TV Movie)
",(2000 TV Movie),5.9,120 min,G,"
Biography, Comedy, Drama            ","2,301","
    Director:
Greg Beeman
| 
    Stars:
Frankie Muniz, 
Rick Rossovich, 
Molly Hagan, 
Patrick Levis
"
"
251.
The Little Mermaid II: Return to the Sea
(2000 Video)
",(2000 Video),5.5,75 min,G,"
Animation, Adventure, Comedy            ","21,854","
    Directors:
Jim Kammerud, 
Brian Smith, 
Bill Speers
| 
    Stars:
Tara Strong, 
Pat Carroll, 
Jodi Benson, 
Samuel E. Wright
"
"
252.
Whispers: An Elephant's Tale
(2000)
",(2000),5,72 min,G,"
Adventure, Family            ",407,"
    Director:
Dereck Joubert
| 
    Stars:
Angela Bassett, 
Joanna Lumley, 
Anne Archer, 
Debi Derryberry
"
"
253.
An Extremely Goofy Movie
(2000 Video)
",(2000 Video),6.3,79 min,G,"
Animation, Comedy, Family            ","14,162","
    Director:
Douglas McCarthy
| 
    Stars:
Bill Farmer, 
Jason Marsden, 
Jeff Bennett, 
Jim Cummings
"
"
254.
The Tigger Movie
(2000)
",(2000),6.3,77 min,G,"
Animation, Adventure, Comedy            ","20,071","
    Director:
Jun Falkenstein
| 
    Stars:
Jim Cummings, 
Nikita Hopkins, 
Ken Sansom, 
John Fiedler
"
"
255.
Fantasia 2000
(1999)
",(1999),7.1,75 min,G,"
Animation, Family, Fantasy            ","40,805","
    Directors:
James Algar, 
Gaëtan Brizzi, 
Paul Brizzi, 
Hendel Butoy, 
Francis Glebas, 
Eric Goldberg, 
Don Hahn, 
Pixote Hunt
| 
    Stars:
James Levine, 
Steve Martin, 
Itzhak Perlman, 
Quincy Jones
"
"
256.
Toy Story 2
(1999)
",(1999),7.9,92 min,G,"
Animation, Adventure, Comedy            ","609,772","
    Directors:
John Lasseter, 
Ash Brannon, 
Lee Unkrich
| 
    Stars:
Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Kelsey Grammer
"
"
257.
 The Wonderful World of Disney (1997–2023)

Episode:
Annie
(1999)
",(1997–2023),6.7,90 min,Unrated,"
Adventure, Comedy, Drama            ","5,728","
    Director:
Rob Marshall
| 
    Stars:
Kathy Bates, 
Alan Cumming, 
Audra McDonald, 
Kristin Chenoweth
"
"
258.
Mickey's Once Upon a Christmas
(1999 Video)
",(1999 Video),7,66 min,Not Rated,"
Animation, Comedy, Family            ","9,966","
    Directors:
Jun Falkenstein, 
Alex Mann, 
Bradley Raymond, 
Toby Shelton, 
Bill Speers
| 
    Stars:
Kelsey Grammer, 
Wayne Allwine, 
Russi Taylor, 
Tony Anselmo
"
"
259.
Inspector Gadget
(1999)
",(1999),4.2,78 min,PG,"
Action, Adventure, Comedy            ","50,365","
    Director:
David Kellogg
| 
    Stars:
Matthew Broderick, 
Rupert Everett, 
Joely Fisher, 
Michelle Trachtenberg
"
"
260.
Smart House
(1999 TV Movie)
",(1999 TV Movie),6.1,82 min,TV-G,"
Comedy, Drama, Family            ","8,112","
    Director:
LeVar Burton
| 
    Stars:
Katey Sagal, 
Ryan Merriman, 
Katie Volding, 
Kevin Kilner
"
"
261.
Tarzan
(1999)
",(1999),7.3,88 min,G,"
Animation, Adventure, Comedy            ","242,382","
    Directors:
Chris Buck, 
Kevin Lima
| 
    Stars:
Tony Goldwyn, 
Minnie Driver, 
Brian Blessed, 
Glenn Close
"
"
262.
The Straight Story
(1999)
",(1999),8,112 min,G,"
Biography, Drama            ","95,774","
    Director:
David Lynch
| 
    Stars:
Richard Farnsworth, 
Sissy Spacek, 
Jane Galloway Heitz, 
Joseph A. Carpenter
"
"
263.
Balloon Farm
(1999 TV Movie)
",(1999 TV Movie),5.4,92 min,TV-G,"
Comedy, Family, Fantasy            ",382,"
    Director:
William Dear
| 
    Stars:
Rip Torn, 
Mara Wilson, 
Roberts Blossom, 
Fredric Lehne
"
"
264.
My Favorite Martian
(1999)
",(1999),5.1,94 min,PG,"
Comedy, Family, Sci-Fi            ","14,279","
    Director:
Donald Petrie
| 
    Stars:
Christopher Lloyd, 
Jeff Daniels, 
Elizabeth Hurley, 
Daryl Hannah
"
"
265.
Mighty Joe Young
(1998)
",(1998),5.7,114 min,PG,"
Action, Adventure, Family            ","30,439","
    Director:
Ron Underwood
| 
    Stars:
Bill Paxton, 
Charlize Theron, 
Rade Serbedzija, 
Peter Firth
"
"
266.
A Bug's Life
(1998)
",(1998),7.2,95 min,G,"
Animation, Adventure, Comedy            ","309,373","
    Directors:
John Lasseter, 
Andrew Stanton
| 
    Stars:
Kevin Spacey, 
David Foley, 
Julia Louis-Dreyfus, 
Hayden Panettiere
"
"
267.
I'll Be Home for Christmas
(1998)
",(1998),5.5,86 min,PG,"
Comedy, Family            ","11,585","
    Director:
Arlene Sanford
| 
    Stars:
Jonathan Taylor Thomas, 
Jessica Biel, 
Adam LaVorgna, 
Gary Cole
"
"
268.
The Lion King II: Simba's Pride
(1998 Video)
",(1998 Video),6.4,81 min,G,"
Animation, Adventure, Drama            ","73,998","
    Directors:
Darrell Rooney, 
Rob LaDuca
| 
    Stars:
Matthew Broderick, 
Neve Campbell, 
Andy Dick, 
Robert Guillaume
"
"
269.
Halloweentown
(1998 TV Movie)
",(1998 TV Movie),6.6,84 min,TV-G,"
Adventure, Comedy, Family            ","20,987","
    Director:
Duwayne Dunham
| 
    Stars:
Debbie Reynolds, 
Kimberly J. Brown, 
Judith Hoag, 
Joey Zimmerman
"
"
270.
Endurance
(1998)
",(1998),6.3,83 min,G,"
Biography, Drama, Sport            ",439,"
    Directors:
Leslie Woodhead, 
Bud Greenspan
| 
    Stars:
Haile Gebrselassie, 
Shawananness Gebrselassie, 
Yonas Zergaw, 
Tedesse Haile
"
"
271.
Pocahontas 2: Journey to a New World (1998) (V)
(1998 Video)
",(1998 Video),4.8,73 min,G,"
Animation, Adventure, Drama            ","16,879","
    Directors:
Tom Ellery, 
Bradley Raymond
| 
    Stars:
Irene Bedard, 
Donal Gibson, 
Jim Cummings, 
Finola Hughes
"
"
272.
The Parent Trap
(1998)
",(1998),6.6,128 min,PG,"
Adventure, Comedy, Drama            ","150,867","
    Director:
Nancy Meyers
| 
    Stars:
Lindsay Lohan, 
Dennis Quaid, 
Natasha Richardson, 
Elaine Hendrix
"
"
273.
Mulan
(1998)
",(1998),7.7,87 min,G,"
Animation, Adventure, Comedy            ","309,288","
    Directors:
Tony Bancroft, 
Barry Cook
| 
    Stars:
Ming-Na Wen, 
Eddie Murphy, 
BD Wong, 
Miguel Ferrer
"
"
274.
The Brave Little Toaster Goes to Mars
(1998 Video)
",(1998 Video),5.5,73 min,Not Rated,"
Animation, Adventure, Family            ","1,772","
    Directors:
Robert C. Ramirez, 
Patrick A. Ventura
| 
    Stars:
Thurl Ravenscroft, 
Deanna Oliver, 
Eric Lloyd, 
Timothy Stack
"
"
275.
Meet the Deedles
(1998)
",(1998),4.1,93 min,PG,"
Comedy, Family, Sport            ","3,143","
    Director:
Steve Boyum
| 
    Stars:
Paul Walker, 
Steve Van Wormer, 
A.J. Langer, 
John Ashton
"
"
276.
 The Wonderful World of Disney (1997–2023)

Episode:
Ruby Bridges
(1998)
",(1997–2023),7.1,96 min,TV-PG,"
Adventure, Comedy, Drama            ","1,146","
    Director:
Euzhan Palcy
| 
    Stars:
Penelope Ann Miller, 
Kevin Pollak, 
Michael Beach, 
Jean Louisa Kelly
"
"
277.
Mr. Magoo
(1997)
",(1997),4,87 min,PG,"
Adventure, Comedy, Family            ","15,988","
    Director:
Stanley Tong
| 
    Stars:
Leslie Nielsen, 
Kelly Lynch, 
Matt Keeslar, 
Nick Chinlund
"
"
278.
Flubber
(1997)
",(1997),5.3,93 min,PG,"
Comedy, Family, Sci-Fi            ","93,563","
    Director:
Les Mayfield
| 
    Stars:
Robin Williams, 
Marcia Gay Harden, 
Christopher McDonald, 
Ted Levine
"
"
279.
 The Wonderful World of Disney (1997–2023)

Episode:
Oliver Twist
(1997)
",(1997–2023),6.2,91 min,Unrated,"
Adventure, Comedy, Drama            ","1,889","
    Director:
Tony Bill
| 
    Stars:
Richard Dreyfuss, 
Elijah Wood, 
David O'Hara, 
Alex Trench
"
"
280.
Beauty and the Beast: The Enchanted Christmas
(1997 Video)
",(1997 Video),5.9,72 min,G,"
Animation, Family, Fantasy            ","11,768","
    Director:
Andrew Knight
| 
    Stars:
Paige O'Hara, 
Robby Benson, 
Jerry Orbach, 
David Ogden Stiers
"
"
281.
 The Wonderful World of Disney (1997–2023)

Episode:
Angels in the Endzone
(1997)
",(1997–2023),4.7,88 min,Unrated,"
Adventure, Comedy, Drama            ","1,077","
    Director:
Gary Nadeau
| 
    Stars:
Paul Dooley, 
Matthew Lawrence, 
David Gallagher, 
Jack Coleman
"
"
282.
 The Wonderful World of Disney (1997–2023)

Episode:
Tower of Terror
(1997)
",(1997–2023),6.1,89 min,Unrated,"
Adventure, Comedy, Drama            ","4,064","
    Director:
D.J. MacHale
| 
    Stars:
Steve Guttenberg, 
Kirsten Dunst, 
Nia Peeples, 
Michael McShane
"
"
283.
RocketMan
(1997)
",(1997),5.9,95 min,PG,"
Comedy, Family, Sci-Fi            ","10,247","
    Director:
Stuart Gillard
| 
    Stars:
Harland Williams, 
Jessica Lundy, 
William Sadler, 
Jeffrey DeMunn
"
"
284.
 The Wonderful World of Disney (1997–2023)

Episode:
Toothless
(1997)
",(1997–2023),5.8,92 min,TV-G,"
Adventure, Comedy, Drama            ","2,311","
    Director:
Melanie Mayron
| 
    Stars:
Kirstie Alley, 
Dale Midkiff, 
Ross Malinger, 
Daryl Mitchell
"
"
285.
George of the Jungle
(1997)
",(1997),5.5,92 min,PG,"
Action, Adventure, Comedy            ","83,252","
    Director:
Sam Weisman
| 
    Stars:
Brendan Fraser, 
Leslie Mann, 
Thomas Haden Church, 
Richard Roundtree
"
"
286.
Hercules
(1997)
",(1997),7.3,93 min,G,"
Animation, Adventure, Comedy            ","249,525","
    Directors:
Ron Clements, 
John Musker
| 
    Stars:
Tate Donovan, 
Susan Egan, 
James Woods, 
Barbara Barrie
"
"
287.
The Brave Little Toaster to the Rescue
(1997 Video)
",(1997 Video),6.1,74 min,Not Rated,"
Animation, Adventure, Family            ","1,804","
    Directors:
Robert C. Ramirez, 
Patrick A. Ventura
| 
    Stars:
Jessica Tuck, 
Chris Young, 
Roger Kabler, 
Deanna Oliver
"
"
288.
Honey, We Shrunk Ourselves!
(1997 TV Movie)
",(1997 TV Movie),5,74 min,PG,"
Action, Adventure, Comedy            ","16,595","
    Director:
Dean Cundey
| 
    Stars:
Rick Moranis, 
Eve Gordon, 
Bug Hall, 
Robin Bartlett
"
"
289.
Jungle 2 Jungle
(1997)
",(1997),5.2,105 min,PG,"
Comedy, Family            ","25,554","
    Director:
John Pasquin
| 
    Stars:
Tim Allen, 
Martin Short, 
JoBeth Williams, 
Lolita Davidovich
"
"
290.
That Darn Cat
(1997)
",(1997),4.7,89 min,PG,"
Action, Comedy, Crime            ","4,790","
    Director:
Bob Spiers
| 
    Stars:
Christina Ricci, 
Doug E. Doug, 
Dean Jones, 
George Dzundza
"
"
291.
101 Dalmatians
(1996)
",(1996),5.7,103 min,G,"
Adventure, Comedy, Crime            ","116,103","
    Director:
Stephen Herek
| 
    Stars:
Glenn Close, 
Jeff Daniels, 
Joely Richardson, 
Joan Plowright
"
"
292.
Mr. Toad's Wild Ride
(1996)
",(1996),6.3,88 min,PG,"
Adventure, Comedy, Family            ","3,398","
    Director:
Terry Jones
| 
    Stars:
Steve Coogan, 
Eric Idle, 
Terry Jones, 
Antony Sher
"
"
293.
D3: The Mighty Ducks
(1996)
",(1996),5.5,104 min,PG,"
Action, Comedy, Drama            ","28,261","
    Director:
Robert Lieberman
| 
    Stars:
Emilio Estevez, 
Jeffrey Nordling, 
David Selby, 
Heidi Kling
"
"
294.
First Kid
(1996)
",(1996),5.2,101 min,PG,"
Comedy, Family            ","11,420","
    Director:
David Mickey Evans
| 
    Stars:
Sinbad, 
Brock Pierce, 
Blake Boyd, 
Timothy Busfield
"
"
295.
Aladdin and the King of Thieves
(1996 Video)
",(1996 Video),6.3,81 min,Not Rated,"
Animation, Adventure, Comedy            ","37,556","
    Director:
Tad Stones
| 
    Stars:
Scott Weinger, 
Robin Williams, 
John Rhys-Davies, 
Val Bettin
"
"
296.
The Hunchback of Notre Dame
(1996)
",(1996),7,91 min,G,"
Animation, Drama, Family            ","168,698","
    Directors:
Gary Trousdale, 
Kirk Wise
| 
    Stars:
Demi Moore, 
Jason Alexander, 
Mary Kay Bergman, 
Corey Burton
"
"
297.
James and the Giant Peach
(1996)
",(1996),6.7,79 min,PG,"
Animation, Adventure, Family            ","73,019","
    Director:
Henry Selick
| 
    Stars:
Paul Terry, 
Joanna Lumley, 
Pete Postlethwaite, 
Simon Callow
"
"
298.
Homeward Bound II: Lost in San Francisco
(1996)
",(1996),5.9,88 min,G,"
Adventure, Comedy, Family            ","16,006","
    Director:
David R. Ellis
| 
    Stars:
Michael J. Fox, 
Sally Field, 
Ralph Waite, 
Al Michaels
"
"
299.
Muppet Treasure Island
(1996)
",(1996),6.9,99 min,G,"
Action, Adventure, Comedy            ","26,030","
    Directors:
Brian Henson, 
David Lane
| 
    Stars:
Tim Curry, 
Billy Connolly, 
Jennifer Saunders, 
Kevin Bishop
"
"
300.
Tom and Huck
(1995)
",(1995),5.5,97 min,PG,"
Adventure, Comedy, Drama            ","11,476","
    Director:
Peter Hewitt
| 
    Stars:
Jonathan Taylor Thomas, 
Brad Renfro, 
Charles Rocket, 
Eric Schweig
"
"
301.
Toy Story
(1995)
",(1995),8.3,81 min,G,"
Animation, Adventure, Comedy            ","1,048,622","
    Director:
John Lasseter
| 
    Stars:
Tom Hanks, 
Tim Allen, 
Don Rickles, 
Jim Varney
"
"
302.
The Big Green
(1995)
",(1995),5.5,100 min,PG,"
Comedy, Family, Sport            ","10,798","
    Director:
Holly Goldberg Sloan
| 
    Stars:
Steve Guttenberg, 
Olivia d'Abo, 
Jay O. Sanders, 
John Terry
"
"
303.
Frank and Ollie
(1995)
",(1995),7.6,89 min,PG,"
Documentary            ","1,057","
    Director:
Theodore Thomas
| 
    Stars:
Frank Thomas, 
Ollie Johnston, 
Sylvia Roemer, 
John Canemaker
"
"
304.
A Kid in King Arthur's Court
(1995)
",(1995),4.7,89 min,PG,"
Adventure, Comedy, Family            ","6,652","
    Director:
Michael Gottlieb
| 
    Stars:
Thomas Ian Nicholas, 
Joss Ackland, 
Art Malik, 
Paloma Baeza
"
"
305.
Operation Dumbo Drop
(1995)
",(1995),5.2,107 min,PG,"
Action, Adventure, Comedy            ","9,604","
    Director:
Simon Wincer
| 
    Stars:
Danny Glover, 
Ray Liotta, 
Denis Leary, 
Doug E. Doug
"
"
306.
Pocahontas
(I) (1995)
",(I) (1995),6.7,81 min,G,"
Animation, Adventure, Drama            ","199,592","
    Directors:
Mike Gabriel, 
Eric Goldberg
| 
    Stars:
Mel Gibson, 
Linda Hunt, 
Christian Bale, 
Joe Baker
"
"
307.
A Goofy Movie
(1995)
",(1995),6.9,78 min,G,"
Animation, Adventure, Comedy            ","61,172","
    Director:
Kevin Lima
| 
    Stars:
Bill Farmer, 
Jason Marsden, 
Jim Cummings, 
Kellie Martin
"
"
308.
Heavyweights
(1995)
",(1995),6.6,100 min,PG,"
Comedy, Drama, Family            ","30,129","
    Director:
Steven Brill
| 
    Stars:
Tom McGowan, 
Aaron Schwartz, 
Ben Stiller, 
David Goldman
"
"
309.
The Santa Clause
(1994)
",(1994),6.5,97 min,PG,"
Comedy, Drama, Family            ","129,644","
    Director:
John Pasquin
| 
    Stars:
Tim Allen, 
Judge Reinhold, 
Wendy Crewson, 
Eric Lloyd
"
"
310.
Squanto: A Warrior's Tale
(1994)
",(1994),6,102 min,PG,"
Adventure, Biography, Drama            ","1,395","
    Director:
Xavier Koller
| 
    Stars:
Adam Beach, 
Mandy Patinkin, 
Sheldon Peters Wolfchild, 
Irene Bedard
"
"
311.
Angels in the Outfield
(1994)
",(1994),6.2,102 min,PG,"
Comedy, Drama, Family            ","33,889","
    Director:
William Dear
| 
    Stars:
Danny Glover, 
Brenda Fricker, 
Tony Danza, 
Christopher Lloyd
"
"
312.
The Lion King
(1994)
",(1994),8.5,88 min,G,"
Animation, Adventure, Drama            ","1,118,724","
    Directors:
Roger Allers, 
Rob Minkoff
| 
    Stars:
Matthew Broderick, 
Jeremy Irons, 
James Earl Jones, 
Whoopi Goldberg
"
"
313.
The Return of Jafar
(1994 Video)
",(1994 Video),5.8,69 min,G,"
Animation, Adventure, Comedy            ","30,952","
    Directors:
Toby Shelton, 
Tad Stones, 
Alan Zaslove
| 
    Stars:
Jonathan Freeman, 
Scott Weinger, 
Dan Castellaneta, 
Jason Alexander
"
"
314.
White Fang 2: Myth of the White Wolf
(1994)
",(1994),5.4,106 min,PG,"
Adventure, Family            ","2,480","
    Director:
Ken Olin
| 
    Stars:
Scott Bairstow, 
Charmaine Craig, 
Al Harrington, 
Anthony Ruivivar
"
"
315.
D2: The Mighty Ducks
(1994)
",(1994),6.1,106 min,PG,"
Comedy, Drama, Family            ","42,449","
    Director:
Sam Weisman
| 
    Stars:
Emilio Estevez, 
Kathryn Erbe, 
Michael Tucker, 
Jan Rubes
"
"
316.
Blank Check
(1994)
",(1994),5.3,93 min,PG,"
Comedy, Crime, Family            ","21,756","
    Director:
Rupert Wainwright
| 
    Stars:
Brian Bonsall, 
Karen Duffy, 
James Rebhorn, 
Jayne Atkinson
"
"
317.
Iron Will
(1994)
",(1994),6.6,108 min,PG,"
Adventure, Family            ","9,216","
    Director:
Charles Haid
| 
    Stars:
Mackenzie Astin, 
Kevin Spacey, 
David Ogden Stiers, 
August Schellenberg
"
"
318.
The Three Musketeers
(1993)
",(1993),6.4,105 min,PG,"
Action, Adventure, Romance            ","58,326","
    Director:
Stephen Herek
| 
    Stars:
Charlie Sheen, 
Kiefer Sutherland, 
Chris O'Donnell, 
Oliver Platt
"
"
319.
The Nightmare Before Christmas
(1993)
",(1993),7.9,76 min,PG,"
Animation, Family, Fantasy            ","368,233","
    Director:
Henry Selick
| 
    Stars:
Danny Elfman, 
Chris Sarandon, 
Catherine O'Hara, 
William Hickey
"
"
320.
Cool Runnings
(1993)
",(1993),7,98 min,PG,"
Adventure, Comedy, Family            ","111,583","
    Director:
Jon Turteltaub
| 
    Stars:
John Candy, 
Leon, 
Doug E. Doug, 
Rawle D. Lewis
"
"
321.
Hocus Pocus
(1993)
",(1993),6.9,96 min,PG,"
Comedy, Family, Fantasy            ","154,392","
    Director:
Kenny Ortega
| 
    Stars:
Bette Midler, 
Sarah Jessica Parker, 
Kathy Najimy, 
Omri Katz
"
"
322.
The Adventures of Huck Finn
(1993)
",(1993),6.2,108 min,PG,"
Adventure, Comedy, Drama            ","9,107","
    Director:
Stephen Sommers
| 
    Stars:
Elijah Wood, 
Courtney B. Vance, 
Robbie Coltrane, 
Jason Robards
"
"
323.
A Far Off Place
(1993)
",(1993),6.5,108 min,PG,"
Adventure, Drama, Family            ","3,766","
    Director:
Mikael Salomon
| 
    Stars:
Reese Witherspoon, 
Ethan Embry, 
Jack Thompson, 
Sarel Bok
"
"
324.
Homeward Bound: The Incredible Journey
(1993)
",(1993),6.9,84 min,G,"
Adventure, Comedy, Drama            ","50,273","
    Director:
Duwayne Dunham
| 
    Stars:
Michael J. Fox, 
Sally Field, 
Don Alder, 
Ed Bernard
"
"
325.
The Very Hungry Caterpillar and Other Stories
(1993 TV Movie)
",(1993 TV Movie),7.7,31 min,NA,"
Animation            ",66,"
    Director:
Andrew Goff
| 
    Stars:
Brian Cummings, 
Linda Gary, 
Jonathan Benair, 
Rob Gibbs
"
"
326.
The Muppet Christmas Carol
(1992)
",(1992),7.8,85 min,G,"
Comedy, Drama, Family            ","66,825","
    Director:
Brian Henson
| 
    Stars:
Michael Caine, 
Dave Goelz, 
Steve Whitmire, 
Jerry Nelson
"
